agency_id,line_id,operational_day,total_trip_count,pass_trip_count,pass_trip_percentage
41,1219,20241008,59,44,0.7457627118644068
41,1220,20241008,15,11,0.7333333333333333
41,1221,20241008,26,25,0.9615384615384616
41,1222,20241008,28,27,0.9642857142857143
41,1223,20241008,58,57,0.9827586206896551
41,1224,20241008,24,21,0.875
41,1225,20241008,7,7,1
41,1226,20241008,78,78,1
41,1228,20241008,26,24,0.9230769230769231
41,1229,20241008,45,41,0.9111111111111111
41,1230,20241008,42,42,1
41,1231,20241008,4,4,1
41,1232,20241008,28,26,0.9285714285714286
41,1233,20241008,7,7,1
41,1234,20241008,43,41,0.9534883720930233
41,1235,20241008,46,46,1
41,1236,20241008,39,36,0.9230769230769231
41,1240,20241008,29,29,1
41,1241,20241008,48,47,0.9791666666666666
41,1242,20241008,40,39,0.975
41,1244,20241008,2,2,1
41,1245,20241008,56,56,1
41,1247,20241008,21,21,1
41,1248,20241008,63,61,0.9682539682539683
41,1249,20241008,58,58,1
41,1250,20241008,21,19,0.9047619047619048
41,1251,20241008,69,67,0.9710144927536232
41,1252,20241008,45,45,1
41,1253,20241008,35,33,0.9428571428571428
41,1254,20241008,52,52,1
41,1255,20241008,20,20,1
41,1501,20241008,20,15,0.75
41,1502,20241008,97,95,0.979381443298969
41,1503,20241008,43,38,0.8837209302325582
41,1506,20241008,33,30,0.9090909090909091
41,1507,20241008,42,39,0.9285714285714286
41,1508,20241008,22,22,1
41,1509,20241008,43,33,0.7674418604651163
41,1510,20241008,64,61,0.953125
41,1511,20241008,21,21,1
41,1512,20241008,26,26,1
41,1513,20241008,29,29,1
41,1514,20241008,58,56,0.9655172413793104
41,1515,20241008,1,1,1
41,1516,20241008,32,30,0.9375
41,1517,20241008,44,43,0.9772727272727273
41,1518,20241008,80,80,1
41,1519,20241008,39,38,0.9743589743589743
41,1520,20241008,14,13,0.9285714285714286
41,1521,20241008,6,5,0.8333333333333334
41,1522,20241008,46,44,0.9565217391304348
41,1523,20241008,70,67,0.9571428571428572
41,1524,20241008,48,44,0.9166666666666666
41,1525,20241008,80,79,0.9875
41,1527,20241008,45,45,1
41,1528,20241008,34,34,1
41,1529,20241008,45,43,0.9555555555555556
41,1530,20241008,6,6,1
41,1531,20241008,5,5,1
41,1601,20241008,85,84,0.9882352941176471
41,1603,20241008,28,28,1
41,1604,20241008,86,84,0.9767441860465116
41,1605,20241008,12,12,1
41,1606,20241008,29,29,1
41,1608,20241008,62,62,1
41,1609,20241008,6,6,1
41,1610,20241008,34,34,1
41,1611,20241008,11,11,1
41,1612,20241008,40,40,1
41,1613,20241008,32,32,1
41,1614,20241008,69,66,0.9565217391304348
41,1615,20241008,42,41,0.9761904761904762
41,1616,20241008,58,56,0.9655172413793104
41,1617,20241008,55,55,1
41,1622,20241008,61,60,0.9836065573770492
41,1623,20241008,47,46,0.9787234042553191
41,1624,20241008,60,59,0.9833333333333333
41,1625,20241008,59,58,0.9830508474576272
41,1626,20241008,24,24,1
41,1627,20241008,29,28,0.9655172413793104
41,1628,20241008,12,12,1
41,1629,20241008,28,28,1
41,1630,20241008,14,14,1
41,1631,20241008,31,31,1
41,1632,20241008,24,24,1
41,1633,20241008,41,41,1
41,1634,20241008,19,19,1
41,1635,20241008,41,40,0.975609756097561
41,1636,20241008,39,38,0.9743589743589743
41,1637,20241008,18,17,0.9444444444444444
41,1638,20241008,58,56,0.9655172413793104
41,1703,20241008,78,76,0.9743589743589743
41,1704,20241008,54,49,0.9074074074074074
41,1706,20241008,97,97,1
41,1707,20241008,86,77,0.8953488372093024
41,1708,20241008,10,10,1
41,1709,20241008,145,144,0.993103448275862
41,1710,20241008,95,92,0.968421052631579
41,1711,20241008,66,66,1
41,1712,20241008,57,54,0.9473684210526315
41,1713,20241008,55,54,0.9818181818181818
41,1714,20241008,92,88,0.9565217391304348
41,1715,20241008,98,97,0.9897959183673469
41,1716,20241008,66,65,0.9848484848484849
41,1717,20241008,95,93,0.9789473684210527
41,1718,20241008,24,23,0.9583333333333334
41,1719,20241008,33,33,1
41,1720,20241008,78,74,0.9487179487179487
41,1721,20241008,96,91,0.9479166666666666
41,1722,20241008,49,49,1
41,1723,20241008,65,61,0.9384615384615385
41,1724,20241008,87,85,0.9770114942528736
41,1725,20241008,18,18,1
41,1726,20241008,48,48,1
41,1728,20241008,7,7,1
41,1729,20241008,19,17,0.8947368421052632
41,1730,20241008,13,13,1
41,1731,20241008,20,20,1
41,1733,20241008,34,34,1
41,1998,20241008,53,52,0.9811320754716981
42,2002,20241008,4,3,0.75
42,2003,20241008,23,21,0.9130434782608695
42,2004,20241008,14,14,1
42,2006,20241008,30,30,1
42,2008,20241008,14,13,0.9285714285714286
42,2011,20241008,20,20,1
42,2013,20241008,2,2,1
42,2014,20241008,6,6,1
42,2015,20241008,2,2,1
42,2016,20241008,16,16,1
42,2017,20241008,4,4,1
42,2020,20241008,21,21,1
42,2026,20241008,30,30,1
42,2027,20241008,10,10,1
42,2028,20241008,9,9,1
42,2029,20241008,41,41,1
42,2030,20241008,38,37,0.9736842105263158
42,2031,20241008,35,34,0.9714285714285714
42,2032,20241008,18,17,0.9444444444444444
42,2034,20241008,20,20,1
42,2035,20241008,17,14,0.8235294117647058
42,2036,20241008,8,8,1
42,2037,20241008,16,16,1
42,2038,20241008,9,9,1
42,2039,20241008,29,29,1
42,2101,20241008,2,2,1
42,2102,20241008,2,2,1
42,2103,20241008,13,13,1
42,2106,20241008,13,13,1
42,2107,20241008,3,3,1
42,2108,20241008,5,5,1
42,2109,20241008,3,3,1
42,2110,20241008,5,5,1
42,2111,20241008,2,2,1
42,2112,20241008,2,2,1
42,2113,20241008,2,2,1
42,2114,20241008,2,2,1
42,2115,20241008,2,1,0.5
42,2116,20241008,2,2,1
42,2117,20241008,17,17,1
42,2118,20241008,7,6,0.8571428571428571
42,2119,20241008,4,4,1
42,2120,20241008,8,8,1
42,2121,20241008,4,3,0.75
42,2122,20241008,1,1,1
42,2124,20241008,6,6,1
42,2125,20241008,10,10,1
42,2126,20241008,32,32,1
42,2127,20241008,1,1,1
42,2128,20241008,3,3,1
42,2129,20241008,1,1,1
42,2130,20241008,2,2,1
42,2131,20241008,1,1,1
42,2132,20241008,2,2,1
42,2133,20241008,10,10,1
42,2134,20241008,4,4,1
42,2135,20241008,11,11,1
42,2136,20241008,10,9,0.9
42,2137,20241008,2,2,1
42,2138,20241008,2,2,1
42,2139,20241008,2,2,1
42,2140,20241008,2,2,1
42,2141,20241008,12,12,1
42,2142,20241008,12,8,0.6666666666666666
42,2144,20241008,4,4,1
42,2145,20241008,2,2,1
42,2146,20241008,7,7,1
42,2147,20241008,2,2,1
42,2148,20241008,2,2,1
42,2149,20241008,2,2,1
42,2150,20241008,2,2,1
42,2151,20241008,8,8,1
42,2152,20241008,6,6,1
42,2201,20241008,7,7,1
42,2202,20241008,47,42,0.8936170212765957
42,2203,20241008,27,26,0.9629629629629629
42,2204,20241008,12,12,1
42,2205,20241008,4,4,1
42,2206,20241008,40,39,0.975
42,2207,20241008,50,49,0.98
42,2208,20241008,15,13,0.8666666666666667
42,2209,20241008,37,37,1
42,2210,20241008,14,14,1
42,2211,20241008,5,5,1
42,2212,20241008,37,34,0.918918918918919
42,2213,20241008,7,7,1
42,2215,20241008,64,62,0.96875
42,2216,20241008,32,30,0.9375
42,2217,20241008,20,20,1
42,2218,20241008,34,33,0.9705882352941176
42,2219,20241008,37,36,0.972972972972973
42,2220,20241008,20,11,0.55
42,2221,20241008,5,5,1
42,2222,20241008,26,26,1
42,2223,20241008,40,40,1
42,2224,20241008,23,23,1
42,2225,20241008,18,17,0.9444444444444444
42,2303,20241008,165,164,0.9939393939393939
42,2304,20241008,4,4,1
42,2306,20241008,35,33,0.9428571428571428
42,2307,20241008,28,28,1
42,2309,20241008,38,36,0.9473684210526315
42,2310,20241008,38,37,0.9736842105263158
42,2315,20241008,9,9,1
42,2316,20241008,3,3,1
42,2317,20241008,44,44,1
42,2318,20241008,34,34,1
42,2319,20241008,4,4,1
42,2325,20241008,19,18,0.9473684210526315
42,2327,20241008,37,37,1
42,2328,20241008,56,56,1
42,2329,20241008,12,12,1
42,2331,20241008,60,60,1
42,2333,20241008,61,61,1
42,2335,20241008,35,35,1
42,2336,20241008,34,34,1
42,2337,20241008,30,29,0.9666666666666667
42,2502,20241008,6,5,0.8333333333333334
42,2504,20241008,6,6,1
42,2505,20241008,14,14,1
42,2506,20241008,6,6,1
42,2511,20241008,19,18,0.9473684210526315
42,2513,20241008,18,18,1
42,2515,20241008,51,51,1
42,2516,20241008,9,9,1
42,2517,20241008,4,4,1
42,2518,20241008,30,30,1
42,2519,20241008,1,1,1
42,2521,20241008,1,1,1
42,2522,20241008,58,58,1
42,2523,20241008,20,18,0.9
42,2524,20241008,29,27,0.9310344827586207
42,2525,20241008,21,21,1
42,2530,20241008,23,23,1
42,2532,20241008,46,45,0.9782608695652174
42,2533,20241008,23,23,1
42,2534,20241008,12,12,1
42,2535,20241008,6,5,0.8333333333333334
42,2536,20241008,21,21,1
42,2537,20241008,48,48,1
42,2538,20241008,12,12,1
42,2539,20241008,17,16,0.9411764705882353
42,2540,20241008,16,16,1
42,2601,20241008,61,61,1
42,2605,20241008,50,50,1
42,2610,20241008,27,27,1
42,2611,20241008,18,18,1
42,2620,20241008,11,11,1
42,2621,20241008,7,6,0.8571428571428571
42,2625,20241008,4,4,1
42,2626,20241008,24,24,1
42,2627,20241008,8,8,1
42,2630,20241008,21,21,1
42,2632,20241008,52,52,1
42,2701,20241008,33,30,0.9090909090909091
42,2703,20241008,48,46,0.9583333333333334
42,2706,20241008,115,115,1
42,2708,20241008,114,112,0.9824561403508771
42,2709,20241008,8,8,1
42,2710,20241008,56,56,1
42,2711,20241008,124,122,0.9838709677419355
42,2713,20241008,57,57,1
42,2714,20241008,22,17,0.7727272727272727
42,2715,20241008,16,15,0.9375
42,2716,20241008,8,8,1
42,2717,20241008,24,24,1
42,2718,20241008,23,22,0.9565217391304348
42,2719,20241008,28,27,0.9642857142857143
42,2720,20241008,34,34,1
42,2722,20241008,70,68,0.9714285714285714
42,2723,20241008,13,13,1
42,2724,20241008,11,11,1
42,2725,20241008,103,103,1
42,2726,20241008,10,10,1
42,2727,20241008,76,76,1
42,2728,20241008,68,66,0.9705882352941176
42,2729,20241008,75,75,1
42,2730,20241008,84,84,1
42,2731,20241008,32,32,1
42,2733,20241008,22,22,1
42,2734,20241008,23,23,1
42,2735,20241008,23,22,0.9565217391304348
42,2736,20241008,59,55,0.9322033898305084
42,2740,20241008,39,39,1
42,2741,20241008,4,4,1
42,2742,20241008,2,2,1
42,2743,20241008,2,2,1
42,2744,20241008,11,11,1
42,2745,20241008,2,2,1
42,2746,20241008,9,9,1
42,2750,20241008,38,38,1
42,2751,20241008,16,16,1
42,2752,20241008,2,2,1
42,2753,20241008,9,9,1
42,2754,20241008,41,40,0.975609756097561
42,2755,20241008,7,7,1
42,2756,20241008,5,5,1
42,2758,20241008,7,7,1
42,2761,20241008,29,28,0.9655172413793104
42,2762,20241008,30,30,1
42,2764,20241008,77,75,0.974025974025974
42,2765,20241008,11,11,1
42,2768,20241008,2,2,1
42,2769,20241008,176,174,0.9886363636363636
42,2772,20241008,105,102,0.9714285714285714
42,2774,20241008,37,35,0.9459459459459459
42,2776,20241008,64,62,0.96875
42,2780,20241008,11,11,1
42,2781,20241008,65,60,0.9230769230769231
42,2785,20241008,14,14,1
42,2790,20241008,95,94,0.9894736842105263
42,2791,20241008,32,31,0.96875
42,2792,20241008,30,29,0.9666666666666667
42,2794,20241008,81,80,0.9876543209876543
42,2795,20241008,65,62,0.9538461538461539
42,2796,20241008,40,40,1
42,2797,20241008,68,68,1
42,2801,20241008,38,38,1
42,2802,20241008,20,20,1
42,2803,20241008,31,31,1
42,2804,20241008,39,39,1
42,2805,20241008,13,13,1
42,2806,20241008,2,2,1
42,2807,20241008,4,4,1
42,2810,20241008,4,4,1
42,2811,20241008,15,15,1
42,2812,20241008,95,93,0.9789473684210527
42,2813,20241008,2,2,1
42,2814,20241008,41,40,0.975609756097561
42,2816,20241008,4,4,1
42,2818,20241008,2,2,1
42,2819,20241008,4,4,1
42,2820,20241008,4,4,1
42,2821,20241008,32,31,0.96875
42,2822,20241008,14,14,1
42,2823,20241008,69,66,0.9565217391304348
42,2824,20241008,83,75,0.9036144578313253
42,2830,20241008,2,2,1
42,2831,20241008,79,79,1
42,2833,20241008,7,7,1
42,2841,20241008,27,27,1
42,2842,20241008,11,11,1
42,2900,20241008,1,1,1
42,2901,20241008,8,7,0.875
42,2905,20241008,6,6,1
42,2906,20241008,6,5,0.8333333333333334
42,2908,20241008,4,4,1
42,2910,20241008,3,3,1
42,2911,20241008,5,5,1
42,2913,20241008,4,4,1
42,2914,20241008,2,2,1
42,2915,20241008,1,1,1
42,2920,20241008,6,6,1
42,2921,20241008,28,28,1
42,2926,20241008,9,9,1
42,2927,20241008,24,20,0.8333333333333334
42,2928,20241008,9,9,1
43,3001,20241008,58,56,0.9655172413793104
43,3003,20241008,59,55,0.9322033898305084
43,3004,20241008,53,52,0.9811320754716981
43,3005,20241008,16,16,1
43,3006,20241008,26,26,1
43,3007,20241008,61,61,1
43,3008,20241008,24,20,0.8333333333333334
43,3009,20241008,54,54,1
43,3011,20241008,56,54,0.9642857142857143
43,3012,20241008,76,76,1
43,3013,20241008,94,91,0.9680851063829787
43,3014,20241008,27,27,1
43,3015,20241008,20,14,0.7
43,3017,20241008,64,64,1
43,3018,20241008,4,3,0.75
43,3019,20241008,9,9,1
43,3020,20241008,18,18,1
43,3021,20241008,46,46,1
43,3022,20241008,95,95,1
43,3023,20241008,52,52,1
43,3024,20241008,61,59,0.9672131147540983
43,3025,20241008,68,64,0.9411764705882353
43,3026,20241008,81,69,0.8518518518518519
43,3027,20241008,51,51,1
43,3028,20241008,18,18,1
43,3029,20241008,18,18,1
43,3030,20241008,24,24,1
43,3033,20241008,24,24,1
43,3034,20241008,37,37,1
43,3037,20241008,18,18,1
43,3038,20241008,44,43,0.9772727272727273
43,3040,20241008,65,65,1
43,3041,20241008,52,41,0.7884615384615384
43,3101,20241008,103,101,0.9805825242718447
43,3103,20241008,70,70,1
43,3104,20241008,34,34,1
43,3105,20241008,90,90,1
43,3106,20241008,21,21,1
43,3107,20241008,34,32,0.9411764705882353
43,3108,20241008,103,100,0.970873786407767
43,3109,20241008,8,8,1
43,3110,20241008,15,12,0.8
43,3111,20241008,77,77,1
43,3112,20241008,82,82,1
43,3113,20241008,85,85,1
43,3114,20241008,36,36,1
43,3116,20241008,49,49,1
43,3118,20241008,52,52,1
43,3119,20241008,45,45,1
43,3120,20241008,16,13,0.8125
43,3121,20241008,30,30,1
43,3201,20241008,13,13,1
43,3202,20241008,2,2,1
43,3203,20241008,8,8,1
43,3204,20241008,10,10,1
43,3205,20241008,6,6,1
43,3206,20241008,3,3,1
43,3207,20241008,10,10,1
43,3208,20241008,14,14,1
43,3209,20241008,8,8,1
43,3210,20241008,7,7,1
43,3211,20241008,13,13,1
43,3212,20241008,9,9,1
43,3213,20241008,14,14,1
43,3214,20241008,11,11,1
43,3215,20241008,9,8,0.8888888888888888
43,3216,20241008,10,10,1
43,3217,20241008,11,11,1
43,3218,20241008,10,5,0.5
43,3220,20241008,20,19,0.95
43,3221,20241008,20,20,1
43,3222,20241008,27,23,0.8518518518518519
43,3502,20241008,1,1,1
43,3503,20241008,28,28,1
43,3504,20241008,54,49,0.9074074074074074
43,3505,20241008,19,19,1
43,3506,20241008,68,64,0.9411764705882353
43,3507,20241008,44,43,0.9772727272727273
43,3508,20241008,76,76,1
43,3509,20241008,16,16,1
43,3510,20241008,9,9,1
43,3511,20241008,8,8,1
43,3512,20241008,60,59,0.9833333333333333
43,3513,20241008,58,51,0.8793103448275862
43,3514,20241008,34,34,1
43,3515,20241008,54,54,1
43,3516,20241008,58,58,1
43,3517,20241008,59,59,1
43,3518,20241008,12,12,1
43,3521,20241008,68,66,0.9705882352941176
43,3523,20241008,30,30,1
43,3524,20241008,30,29,0.9666666666666667
43,3525,20241008,54,53,0.9814814814814815
43,3526,20241008,80,80,1
43,3527,20241008,8,8,1
43,3528,20241008,10,10,1
43,3535,20241008,8,6,0.75
43,3536,20241008,30,30,1
43,3540,20241008,10,9,0.9
43,3541,20241008,21,21,1
43,3543,20241008,14,14,1
43,3544,20241008,13,13,1
43,3545,20241008,17,17,1
43,3546,20241008,14,13,0.9285714285714286
43,3547,20241008,16,15,0.9375
43,3548,20241008,6,6,1
43,3549,20241008,15,15,1
43,3601,20241008,42,42,1
43,3605,20241008,26,26,1
43,3615,20241008,30,30,1
43,3620,20241008,95,95,1
43,3625,20241008,8,8,1
43,3626,20241008,34,34,1
43,3635,20241008,21,21,1
43,3641,20241008,3,3,1
43,3642,20241008,24,24,1
43,3701,20241008,50,48,0.96
43,3702,20241008,43,43,1
43,3703,20241008,73,73,1
43,3704,20241008,30,30,1
43,3705,20241008,56,55,0.9821428571428571
43,3706,20241008,12,12,1
43,3708,20241008,12,12,1
43,3709,20241008,16,16,1
43,3710,20241008,82,78,0.9512195121951219
43,3711,20241008,26,24,0.9230769230769231
43,3715,20241008,40,40,1
43,3716,20241008,47,47,1
43,3717,20241008,55,55,1
43,3720,20241008,2,2,1
43,3721,20241008,51,51,1
44,4308,20241009,11,11,1
44,4468,20241009,2,2,1
44,4472,20241009,6,6,1
44,4422,20241009,43,42,0.9767441860465116
44,4600,20241009,100,100,1
44,4425,20241009,2,2,1
44,4414,20241009,4,3,0.75
44,4602,20241009,65,65,1
44,4433,20241009,2,2,1
44,4612,20241009,17,17,1
44,4701,20241009,120,118,0.9833333333333333
44,4481,20241009,15,14,0.9333333333333333
44,4501,20241009,46,46,1
44,4620,20241009,12,12,1
44,4901,20241009,11,11,1
44,4715,20241009,6,6,1
44,4902,20241009,3,3,1
44,4544,20241009,16,16,1
44,4516,20241009,22,21,0.9545454545454546
44,4905,20241009,9,9,1
44,4207,20241009,11,11,1
44,4552,20241009,6,6,1
44,4406,20241009,26,26,1
44,4464,20241009,9,9,1
44,4632,20241009,25,25,1
44,4621,20241009,30,27,0.9
44,4102,20241009,20,20,1
44,4426,20241009,66,65,0.9848484848484849
44,4103,20241009,15,14,0.9333333333333333
44,4442,20241009,6,6,1
44,4421,20241009,34,33,0.9705882352941176
44,4206,20241009,5,5,1
44,4412,20241009,53,53,1
44,4517,20241009,2,2,1
44,4560,20241009,36,35,0.9722222222222222
44,4520,20241009,2,2,1
44,4512,20241009,63,63,1
44,4525,20241009,4,4,1
44,4641,20241009,17,17,1
44,4702,20241009,96,96,1
44,4562,20241009,72,72,1
44,4305,20241009,19,19,1
44,4429,20241009,18,17,0.9444444444444444
44,4307,20241009,22,22,1
44,4706,20241009,41,41,1
44,4541,20241009,2,2,1
44,4431,20241009,17,17,1
44,4531,20241009,19,19,1
44,4707,20241009,22,22,1
44,4543,20241009,16,16,1
44,4203,20241009,43,42,0.9767441860465116
44,4710,20241009,55,55,1
44,4322,20241009,18,18,1
44,4542,20241009,16,15,0.9375
44,4321,20241009,18,18,1
44,4704,20241009,44,42,0.9545454545454546
44,4402,20241009,7,7,1
44,4205,20241009,11,10,0.9090909090909091
44,4428,20241009,24,22,0.9166666666666666
44,4410,20241009,27,26,0.9629629629629629
44,4435,20241009,12,12,1
44,4504,20241009,48,48,1
44,4439,20241009,18,18,1
44,4550,20241009,6,6,1
44,4441,20241009,53,53,1
44,4530,20241009,9,9,1
44,4202,20241009,9,9,1
44,4427,20241009,27,21,0.7777777777777778
44,4204,20241009,18,18,1
44,4725,20241009,55,53,0.9636363636363636
44,4302,20241009,6,6,1
44,4514,20241009,19,18,0.9473684210526315
44,4403,20241009,78,78,1
44,4465,20241009,2,2,1
44,4466,20241009,1,1,1
44,4437,20241009,36,36,1
44,4312,20241009,18,18,1
44,4548,20241009,5,5,1
44,4434,20241009,24,23,0.9583333333333334
44,4438,20241009,56,56,1
44,4515,20241009,8,8,1
44,4521,20241009,19,19,1
44,4522,20241009,3,3,1
44,4524,20241009,13,13,1
44,4611,20241009,21,21,1
44,4532,20241009,15,15,1
44,4730,20241009,26,26,1
44,4401,20241009,24,18,0.75
44,4311,20241009,5,5,1
44,4107,20241009,7,7,1
44,4436,20241009,53,51,0.9622641509433962
44,4513,20241009,9,9,1
44,4503,20241009,8,6,0.75
44,4453,20241009,2,2,1
44,4304,20241009,10,10,1
44,4551,20241009,21,21,1
44,4463,20241009,9,9,1
44,4430,20241009,16,15,0.9375
44,4705,20241009,75,73,0.9733333333333334
44,4549,20241009,6,6,1
44,4301,20241009,5,4,0.8
44,4540,20241009,19,19,1
44,4303,20241009,9,9,1
44,4432,20241009,24,24,1
44,4523,20241009,2,2,1
44,4443,20241009,12,12,1
44,4720,20241009,72,71,0.9861111111111112
44,4420,20241009,19,17,0.8947368421052632
44,4409,20241009,32,31,0.96875
44,4404,20241009,38,36,0.9473684210526315
44,4208,20241009,4,4,1
44,4211,20241009,3,3,1
44,4212,20241009,2,2,1
44,4320,20241009,12,12,1
44,4417,20241009,4,4,1
44,4313,20241009,6,6,1
44,4419,20241009,2,2,1
44,4610,20241009,4,4,1
44,4451,20241009,7,7,1
44,4105,20241009,7,7,1
44,4545,20241009,4,4,1
44,4452,20241009,5,5,1
44,4546,20241009,5,5,1
44,4604,20241009,26,26,1
44,4101,20241009,4,4,1
44,4104,20241009,8,8,1
44,4310,20241009,6,6,1
44,4440,20241009,8,8,1
44,4002,20241009,9,9,1
44,4416,20241009,5,5,1
44,4482,20241009,15,15,1
44,4711,20241009,3,3,1
44,4106,20241009,6,6,1
44,4407,20241009,5,5,1
44,4467,20241009,1,1,1
44,4906,20241009,4,4,1
44,4001,20241009,15,15,1
44,4415,20241009,11,11,1
41,1001,20241009,40,36,0.9
41,1002,20241009,21,16,0.7619047619047619
41,1003,20241009,80,66,0.825
41,1004,20241009,10,10,1
41,1005,20241009,87,86,0.9885057471264368
41,1006,20241009,9,9,1
41,1008,20241009,23,22,0.9565217391304348
41,1009,20241009,15,15,1
41,1010,20241009,10,8,0.8
41,1011,20241009,20,20,1
41,1012,20241009,23,22,0.9565217391304348
41,1013,20241009,12,12,1
41,1014,20241009,42,42,1
41,1015,20241009,20,18,0.9
41,1101,20241009,50,45,0.9
41,1103,20241009,76,73,0.9605263157894737
41,1105,20241009,13,13,1
41,1106,20241009,52,48,0.9230769230769231
41,1107,20241009,23,23,1
41,1109,20241009,10,10,1
41,1110,20241009,10,8,0.8
41,1111,20241009,18,17,0.9444444444444444
41,1113,20241009,10,10,1
41,1114,20241009,9,9,1
41,1115,20241009,26,26,1
41,1117,20241009,10,10,1
41,1119,20241009,2,2,1
41,1120,20241009,99,98,0.98989898989899
41,1121,20241009,14,13,0.9285714285714286
41,1122,20241009,18,18,1
41,1123,20241009,59,57,0.9661016949152542
41,1124,20241009,27,25,0.9259259259259259
41,1125,20241009,14,13,0.9285714285714286
41,1201,20241009,10,10,1
41,1204,20241009,45,41,0.9111111111111111
41,1205,20241009,51,48,0.9411764705882353
41,1206,20241009,60,60,1
41,1208,20241009,18,18,1
41,1209,20241009,68,67,0.9852941176470589
41,1210,20241009,19,16,0.8421052631578947
41,1211,20241009,78,78,1
41,1212,20241009,111,109,0.9819819819819819
41,1213,20241009,40,26,0.65
41,1215,20241009,16,14,0.875
41,1216,20241009,25,23,0.92
41,1217,20241009,66,60,0.9090909090909091
41,1218,20241009,57,43,0.7543859649122807
41,1219,20241009,59,56,0.9491525423728814
41,1220,20241009,15,11,0.7333333333333333
41,1221,20241009,26,26,1
41,1222,20241009,28,25,0.8928571428571429
41,1223,20241009,58,58,1
41,1224,20241009,24,24,1
41,1225,20241009,7,7,1
41,1226,20241009,78,78,1
41,1228,20241009,26,20,0.7692307692307693
41,1229,20241009,45,41,0.9111111111111111
41,1230,20241009,42,39,0.9285714285714286
41,1231,20241009,4,4,1
41,1232,20241009,28,27,0.9642857142857143
41,1233,20241009,7,6,0.8571428571428571
41,1234,20241009,43,40,0.9302325581395349
41,1235,20241009,46,46,1
41,1236,20241009,39,35,0.8974358974358975
41,1240,20241009,29,29,1
41,1241,20241009,48,42,0.875
41,1242,20241009,40,37,0.925
41,1244,20241009,2,2,1
41,1245,20241009,56,56,1
41,1247,20241009,21,19,0.9047619047619048
41,1248,20241009,63,60,0.9523809523809523
41,1249,20241009,58,58,1
41,1250,20241009,21,21,1
41,1251,20241009,69,69,1
41,1252,20241009,45,45,1
41,1253,20241009,35,33,0.9428571428571428
41,1254,20241009,52,49,0.9423076923076923
41,1255,20241009,20,20,1
41,1501,20241009,20,15,0.75
41,1502,20241009,97,91,0.9381443298969072
41,1503,20241009,43,40,0.9302325581395349
41,1506,20241009,33,32,0.9696969696969697
41,1507,20241009,42,39,0.9285714285714286
41,1508,20241009,22,21,0.9545454545454546
41,1509,20241009,43,35,0.813953488372093
41,1510,20241009,64,58,0.90625
41,1511,20241009,21,20,0.9523809523809523
41,1512,20241009,26,26,1
41,1513,20241009,29,29,1
41,1514,20241009,58,55,0.9482758620689655
41,1515,20241009,1,1,1
41,1516,20241009,32,32,1
41,1517,20241009,44,41,0.9318181818181818
41,1518,20241009,80,77,0.9625
41,1519,20241009,39,39,1
41,1520,20241009,14,13,0.9285714285714286
41,1521,20241009,6,4,0.6666666666666666
41,1522,20241009,46,44,0.9565217391304348
41,1523,20241009,70,70,1
41,1524,20241009,48,43,0.8958333333333334
41,1525,20241009,80,75,0.9375
41,1527,20241009,45,43,0.9555555555555556
41,1528,20241009,34,34,1
41,1529,20241009,45,45,1
41,1530,20241009,6,6,1
41,1531,20241009,5,5,1
41,1601,20241009,85,84,0.9882352941176471
41,1603,20241009,28,28,1
41,1604,20241009,86,85,0.9883720930232558
41,1605,20241009,12,11,0.9166666666666666
41,1606,20241009,29,29,1
41,1608,20241009,62,62,1
41,1609,20241009,6,6,1
41,1610,20241009,34,34,1
41,1611,20241009,11,11,1
41,1612,20241009,40,37,0.925
41,1613,20241009,32,32,1
41,1614,20241009,69,68,0.9855072463768116
41,1615,20241009,42,42,1
41,1616,20241009,58,57,0.9827586206896551
41,1617,20241009,55,54,0.9818181818181818
41,1622,20241009,61,61,1
41,1623,20241009,47,46,0.9787234042553191
41,1624,20241009,60,60,1
41,1625,20241009,59,59,1
41,1626,20241009,24,24,1
41,1627,20241009,29,29,1
41,1628,20241009,12,12,1
41,1629,20241009,28,28,1
41,1630,20241009,14,14,1
41,1631,20241009,31,31,1
41,1632,20241009,24,23,0.9583333333333334
41,1633,20241009,41,41,1
41,1634,20241009,19,18,0.9473684210526315
41,1635,20241009,41,41,1
41,1636,20241009,39,34,0.8717948717948718
41,1637,20241009,18,18,1
41,1638,20241009,58,58,1
41,1703,20241009,78,77,0.9871794871794872
41,1704,20241009,54,46,0.8518518518518519
41,1706,20241009,97,92,0.9484536082474226
41,1707,20241009,86,81,0.9418604651162791
41,1708,20241009,10,10,1
41,1709,20241009,145,135,0.9310344827586207
41,1710,20241009,95,95,1
41,1711,20241009,66,63,0.9545454545454546
41,1712,20241009,57,55,0.9649122807017544
41,1713,20241009,55,49,0.8909090909090909
41,1714,20241009,92,91,0.9891304347826086
41,1715,20241009,98,92,0.9387755102040817
41,1716,20241009,66,64,0.9696969696969697
41,1717,20241009,95,92,0.968421052631579
41,1718,20241009,24,22,0.9166666666666666
41,1719,20241009,33,33,1
41,1720,20241009,78,68,0.8717948717948718
41,1721,20241009,96,88,0.9166666666666666
41,1722,20241009,49,46,0.9387755102040817
41,1723,20241009,65,61,0.9384615384615385
41,1724,20241009,87,82,0.9425287356321839
41,1725,20241009,18,18,1
41,1726,20241009,48,48,1
41,1728,20241009,7,7,1
41,1729,20241009,19,19,1
