verification_status,status,id,name,lat,lon,area,locality,municipality_id,municipality_name,district_id,district_name,region_id,region_name,display_mode,stops
verificado,ok,410,Praceta Astronautas,38.811483,-9.371213,1,Sintra,1111,Sintra,11,Lisboa,PT170,AML,arrivals,171305
verificado,ok,411,Portela de Sintra (Estação) Norte,38.802382,-9.376898,1,Sintra,1111,Sintra,11,Lisboa,PT170,AML,departures,172482|172481|172485|172483|170307|170391
verificado,structure_graffiti,413,Av. Nossa Senhora da Esperança Ft. 172,38.847451,-9.437205,1,São João das Lampas,1111,Sintra,11,Lisboa,PT170,AML,arrivals,171493
verificado,ok,416,Av. 25 de Abril Ft. 120,38.783307,-9.304960,1,Agualva Cacém,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170478
verificado,ok,419,Escola Básica Alfredo Silva,38.750901,-9.351402,1,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172235
verificado,sticker_missing,421,Av. da Dinarmarca Ft. 24,38.801743,-9.229808,1,Casl de Cambra,1111,Sintra,11,Lisboa,PT170,AML,arrivals,171617
verificado,ok,422,Av. de Lisboa 82,38.801873,-9.228437,1,Casl de Cambra,1111,Sintra,11,Lisboa,PT170,AML,arrivals,171555
verificado,ok,426,Rua Elias Garcia (Zona Comercial),38.777009,-9.335105,1,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170055
verificado,ok,427,Escola Secundária de Gama Barros,38.771071,-9.313626,1,Agualva Cacém,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170444
verificado,ok,428,R. da Esperança (Centro Social e Paroquial),38.770907,-9.313395,1,Agualva Cacém,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170443
verificado,ok,429,Estr. Paço de Arcos Ft. 9,38.768681,-9.305106,1,Agualva Cacém,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170681
verificado,ok,430,Monte Abraão (Estação),38.755621,-9.266144,1,Queluz,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172105|170851|172480|172478|170901|172185|172199|170921
verificado,ok,431,Monte Abraão (Estação),38.755693,-9.266290,1,Queluz,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172197|172491|172537|172195|170929
verificado,ok,432,Algueirão - Mem Martins (Estação),38.797560,-9.341218,1,Algueirão - Mem Martins,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172628|170095
verificado,ok,434,Av. Marginal (Estação),38.797542,-9.342558,1,Algueirão - Mem Martins,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170197
verificado,ok,435,Rio de Mouro (Estação) Sul,38.784107,-9.321722,1,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172493|170073|172601|172492
verificado,ok,436,Rio de Mouro (Estação) Norte,38.785032,-9.322425,1,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170169
verificado,ok,437,Av. João de Deus 104,38.782067,-9.331224,1,Rio de Mouro,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170080
verificado,ok,438,Massamá (Estação),38.752100,-9.283597,1,Queluz,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172479|172496
verificado,ok,439,R. Direita de Massamá (Jd.),38.756719,-9.275341,1,Queluz,1111,Sintra,11,Lisboa,PT170,AML,arrivals,170919
verificado,ok,441,Av. José Elias Garcia 102,38.756483,-9.253823,1,Queluz,1111,Sintra,11,Lisboa,PT170,AML,arrivals,172476
verificado,ok,442,Portela de Sintra (Estação) Sul,38.802103,-9.377115,1,Sintra,1111,Sintra,11,Lisboa,PT170,AML,departures,170821|172533|172534
