operator_id,date,line_id,stop_id,validations
41,2023-12-31,1105,120368,3
41,2023-12-31,1105,120369,1
41,2023-12-31,1105,120370,1
41,2023-12-31,1105,120373,1
41,2023-12-31,1105,120374,1
41,2023-12-31,1105,120375,1
41,2023-12-31,1105,120376,6
41,2023-12-31,1105,120387,3
41,2023-12-31,1105,120389,1
41,2023-12-31,1105,120391,2
41,2023-12-31,1105,120393,1
41,2023-12-31,1105,120399,4
41,2023-12-31,1105,120403,3
41,2023-12-31,1106,120075,5
41,2023-12-31,1106,120129,4
41,2023-12-31,1106,120135,1
41,2023-12-31,1106,120258,1
41,2023-12-31,1106,120305,4
41,2023-12-31,1106,120307,1
41,2023-12-31,1106,120309,1
41,2023-12-31,1106,120313,3
41,2023-12-31,1106,120325,6
41,2023-12-31,1106,120327,1
41,2023-12-31,1107,120047,3
41,2023-12-31,1107,120058,1
41,2023-12-31,1107,120059,5
41,2023-12-31,1107,120060,1
41,2023-12-31,1107,120101,1
41,2023-12-31,1107,120103,1
41,2023-12-31,1107,120107,1
41,2023-12-31,1107,120152,1
41,2023-12-31,1107,120173,2
41,2023-12-31,1107,120261,9
41,2023-12-31,1107,120268,1
41,2023-12-31,1107,120269,1
41,2023-12-31,1107,120272,1
41,2023-12-31,1107,120286,1
41,2023-12-31,1107,120291,2
41,2023-12-31,1107,120292,1
41,2023-12-31,1107,120296,1
41,2023-12-31,1107,120297,1
41,2023-12-31,1107,120313,5
41,2023-12-31,1107,120317,1
41,2023-12-31,1107,120319,1
41,2023-12-31,1107,120403,1
41,2023-12-31,1119,120567,21
41,2023-12-31,1119,120570,10
41,2023-12-31,1119,120574,2
41,2023-12-31,1119,120607,6
41,2023-12-31,1119,120609,3
41,2023-12-31,1119,120610,1
41,2023-12-31,1119,120611,15
41,2023-12-31,1119,120627,17
41,2023-12-31,1119,120703,3
41,2023-12-31,1119,120707,2
41,2023-12-31,1119,120709,3
41,2023-12-31,1119,120711,1
41,2023-12-31,1119,120719,2
41,2023-12-31,1119,120721,3
41,2023-12-31,1119,120723,1
41,2023-12-31,1120,120619,3
41,2023-12-31,1120,120625,179
41,2023-12-31,1120,120731,12
41,2023-12-31,1120,120733,30
41,2023-12-31,1120,120735,2
41,2023-12-31,1120,120737,14
41,2023-12-31,1120,120739,18
41,2023-12-31,1120,120741,14
41,2023-12-31,1120,120742,5
41,2023-12-31,1120,120743,14
41,2023-12-31,1120,120745,7
41,2023-12-31,1120,120747,21
41,2023-12-31,1120,120749,5
41,2023-12-31,1120,120750,6
41,2023-12-31,1120,120751,13
41,2023-12-31,1120,120752,1
41,2023-12-31,1120,120753,2
41,2023-12-31,1120,120754,2
41,2023-12-31,1120,120755,1
41,2023-12-31,1120,120757,1
41,2023-12-31,1120,120759,1
41,2023-12-31,1120,120761,2
41,2023-12-31,1120,120765,1
41,2023-12-31,1120,120766,36
41,2023-12-31,1120,120767,1
41,2023-12-31,1120,120768,16
41,2023-12-31,1120,120769,153
41,2023-12-31,1120,120771,16
41,2023-12-31,1120,120773,6
41,2023-12-31,1120,120775,7
41,2023-12-31,1120,120777,3
41,2023-12-31,1120,120779,4
41,2023-12-31,1120,120781,3
41,2023-12-31,1120,120783,1
41,2023-12-31,1120,120877,4
41,2023-12-31,1120,121291,120
41,2023-12-31,1120,121293,3
41,2023-12-31,1124,120883,33
41,2023-12-31,1124,120885,1
41,2023-12-31,1124,120890,17
41,2023-12-31,1124,120913,9
41,2023-12-31,1204,170047,78
41,2023-12-31,1204,170049,21
41,2023-12-31,1204,170051,3
41,2023-12-31,1204,170054,2
41,2023-12-31,1204,170055,6
41,2023-12-31,1204,170165,2
41,2023-12-31,1204,170167,6
41,2023-12-31,1204,170168,83
41,2023-12-31,1204,170169,1
41,2023-12-31,1204,170171,3
41,2023-12-31,1204,170172,2
41,2023-12-31,1204,170174,4
41,2023-12-31,1204,170175,2
41,2023-12-31,1204,170176,10
41,2023-12-31,1204,170177,7
41,2023-12-31,1204,170179,1
41,2023-12-31,1204,170181,6
41,2023-12-31,1204,170183,11
41,2023-12-31,1204,170185,3
41,2023-12-31,1204,170187,5
41,2023-12-31,1204,170189,2
41,2023-12-31,1204,170193,5
41,2023-12-31,1204,170195,3
41,2023-12-31,1205,170061,16
41,2023-12-31,1205,170062,4
41,2023-12-31,1205,170063,12
41,2023-12-31,1205,170064,2
41,2023-12-31,1205,170079,1
41,2023-12-31,1205,170080,12
41,2023-12-31,1205,170081,3
41,2023-12-31,1205,170082,3
41,2023-12-31,1205,170084,1
41,2023-12-31,1205,170085,1
41,2023-12-31,1205,170086,2
41,2023-12-31,1205,170155,6
41,2023-12-31,1205,170157,1
41,2023-12-31,1205,170159,3
41,2023-12-31,1205,170197,28
41,2023-12-31,1205,170199,2
41,2023-12-31,1205,170201,8
41,2023-12-31,1205,170206,3
41,2023-12-31,1205,170208,4
41,2023-12-31,1205,170209,4
41,2023-12-31,1205,170210,3
41,2023-12-31,1205,170211,2
41,2023-12-31,1205,170212,3
41,2023-12-31,1205,170213,4
41,2023-12-31,1205,170215,4
41,2023-12-31,1205,170216,7
41,2023-12-31,1205,170218,1
41,2023-12-31,1205,170219,3
41,2023-12-31,1205,170220,1
41,2023-12-31,1205,170223,2
41,2023-12-31,1205,170224,3
41,2023-12-31,1205,170230,1
41,2023-12-31,1205,170231,1
41,2023-12-31,1205,170233,1
41,2023-12-31,1205,170234,3
41,2023-12-31,1205,170235,1
41,2023-12-31,1205,170236,3
41,2023-12-31,1205,170241,2
41,2023-12-31,1205,170243,11
41,2023-12-31,1205,170244,8
41,2023-12-31,1205,170245,3
41,2023-12-31,1205,170247,4
41,2023-12-31,1205,170248,3
41,2023-12-31,1205,170249,3
41,2023-12-31,1205,170250,1
41,2023-12-31,1205,170255,1
41,2023-12-31,1205,170256,7
41,2023-12-31,1205,170258,2
41,2023-12-31,1205,170260,1
41,2023-12-31,1205,170269,5
41,2023-12-31,1205,170271,53
41,2023-12-31,1205,170273,5
41,2023-12-31,1205,170277,1
41,2023-12-31,1205,170279,3
41,2023-12-31,1205,171189,2
41,2023-12-31,1205,171190,2
41,2023-12-31,1206,170197,63
41,2023-12-31,1206,170199,5
41,2023-12-31,1206,170205,1
41,2023-12-31,1206,170206,3
41,2023-12-31,1206,170283,2
41,2023-12-31,1206,170287,1
41,2023-12-31,1206,170291,5
41,2023-12-31,1206,170293,2
41,2023-12-31,1206,170294,24
41,2023-12-31,1206,170295,1
41,2023-12-31,1206,170296,4
41,2023-12-31,1206,170297,1
41,2023-12-31,1206,170298,6
41,2023-12-31,1206,170299,3
41,2023-12-31,1206,170300,2
41,2023-12-31,1206,170301,3
41,2023-12-31,1206,170302,4
41,2023-12-31,1206,170303,6
41,2023-12-31,1206,170304,5
41,2023-12-31,1206,170309,11
41,2023-12-31,1206,172485,21
41,2023-12-31,1209,170399,5
41,2023-12-31,1209,170401,4
41,2023-12-31,1209,170405,2
41,2023-12-31,1209,170409,18
41,2023-12-31,1209,170411,1
41,2023-12-31,1209,170413,1
41,2023-12-31,1209,170415,8
41,2023-12-31,1209,170416,2
41,2023-12-31,1209,170417,1
41,2023-12-31,1209,170419,1
41,2023-12-31,1209,170421,3
41,2023-12-31,1209,170427,1
41,2023-12-31,1209,170437,2
41,2023-12-31,1209,170439,7
41,2023-12-31,1209,170440,6
41,2023-12-31,1209,170441,2
41,2023-12-31,1209,170445,13
41,2023-12-31,1209,170446,2
41,2023-12-31,1209,170447,5
41,2023-12-31,1209,170448,1
41,2023-12-31,1209,170449,5
41,2023-12-31,1209,170451,23
41,2023-12-31,1209,170452,4
41,2023-12-31,1209,170453,15
41,2023-12-31,1209,170455,242
41,2023-12-31,1209,170457,13
41,2023-12-31,1209,170459,53
41,2023-12-31,1209,170461,36
41,2023-12-31,1209,170462,30
41,2023-12-31,1209,170463,1
41,2023-12-31,1209,170464,3
41,2023-12-31,1209,170465,3
41,2023-12-31,1209,170466,13
41,2023-12-31,1209,170469,4
41,2023-12-31,1209,170470,4
41,2023-12-31,1209,170471,3
41,2023-12-31,1209,170472,1
41,2023-12-31,1209,170474,18
41,2023-12-31,1209,170475,3
41,2023-12-31,1209,170476,36
41,2023-12-31,1209,170477,10
41,2023-12-31,1209,170478,20
41,2023-12-31,1209,170480,3
41,2023-12-31,1209,170481,1
41,2023-12-31,1209,170482,32
41,2023-12-31,1209,170484,34
41,2023-12-31,1209,170486,15
41,2023-12-31,1209,170488,35
41,2023-12-31,1209,170489,15
41,2023-12-31,1209,170491,50
41,2023-12-31,1209,170493,4
41,2023-12-31,1209,170495,4
41,2023-12-31,1209,170501,1
41,2023-12-31,1209,170503,1
41,2023-12-31,1209,170655,1
41,2023-12-31,1209,172235,3
41,2023-12-31,1209,172237,9
41,2023-12-31,1209,172238,1
41,2023-12-31,1209,172522,4
41,2023-12-31,1209,172621,141
41,2023-12-31,1210,170061,2
41,2023-12-31,1210,170063,5
41,2023-12-31,1210,170079,1
41,2023-12-31,1210,170080,3
41,2023-12-31,1210,170086,4
41,2023-12-31,1210,170169,1
41,2023-12-31,1210,170195,2
41,2023-12-31,1210,170245,5
41,2023-12-31,1210,170252,2
41,2023-12-31,1210,170254,5
41,2023-12-31,1210,170256,3
41,2023-12-31,1210,170271,8
41,2023-12-31,1210,170273,2
41,2023-12-31,1211,170527,34
41,2023-12-31,1211,170529,4
41,2023-12-31,1211,170531,9
41,2023-12-31,1211,170533,7
41,2023-12-31,1211,170537,4
41,2023-12-31,1211,170538,2
41,2023-12-31,1211,170539,16
41,2023-12-31,1211,170540,7
41,2023-12-31,1211,170541,10
41,2023-12-31,1211,170543,2
41,2023-12-31,1211,170545,2
41,2023-12-31,1211,170546,2
41,2023-12-31,1211,170547,2
41,2023-12-31,1211,170548,2
41,2023-12-31,1211,170549,2
41,2023-12-31,1211,170551,1
41,2023-12-31,1211,170553,18
41,2023-12-31,1211,170555,8
41,2023-12-31,1211,170556,3
41,2023-12-31,1211,170557,3
41,2023-12-31,1211,170558,1
41,2023-12-31,1211,170559,4
41,2023-12-31,1211,170561,7
41,2023-12-31,1211,170562,14
41,2023-12-31,1211,170563,1
41,2023-12-31,1211,170565,7
41,2023-12-31,1211,170569,2
41,2023-12-31,1211,170577,4
41,2023-12-31,1211,172498,51
41,2023-12-31,1211,172500,18
41,2023-12-31,1211,172606,1
41,2023-12-31,1211,172621,12
41,2023-12-31,1212,170533,7
41,2023-12-31,1212,170535,3
41,2023-12-31,1212,170537,52
41,2023-12-31,1212,170538,24
41,2023-12-31,1212,170539,3
41,2023-12-31,1212,170540,107
41,2023-12-31,1212,170541,8
41,2023-12-31,1212,170545,1
41,2023-12-31,1212,170546,17
41,2023-12-31,1212,170569,18
41,2023-12-31,1212,170573,16
41,2023-12-31,1212,170575,27
41,2023-12-31,1212,170577,246
41,2023-12-31,1212,170579,2
41,2023-12-31,1212,170581,4
41,2023-12-31,1212,170583,5
41,2023-12-31,1212,170585,9
41,2023-12-31,1212,170587,3
41,2023-12-31,1212,170589,20
41,2023-12-31,1212,170590,32
41,2023-12-31,1212,170591,33
41,2023-12-31,1212,170592,4
41,2023-12-31,1212,170593,21
41,2023-12-31,1212,170594,12
41,2023-12-31,1212,170595,22
41,2023-12-31,1212,170596,75
41,2023-12-31,1212,170597,8
41,2023-12-31,1212,170598,41
41,2023-12-31,1212,170601,22
41,2023-12-31,1212,172536,378
41,2023-12-31,1212,172606,39
41,2023-12-31,1213,170441,5
41,2023-12-31,1213,170443,1
41,2023-12-31,1213,170445,4
41,2023-12-31,1213,170449,9
41,2023-12-31,1213,170605,2
41,2023-12-31,1213,170607,1
41,2023-12-31,1213,170609,2
41,2023-12-31,1213,170611,11
41,2023-12-31,1213,170613,3
41,2023-12-31,1213,170615,1
41,2023-12-31,1213,170617,1
41,2023-12-31,1213,170621,3
41,2023-12-31,1213,170623,1
41,2023-12-31,1213,170625,3
41,2023-12-31,1213,170627,1
41,2023-12-31,1213,170628,2
41,2023-12-31,1213,170629,6
41,2023-12-31,1213,170631,2
41,2023-12-31,1213,170635,9
41,2023-12-31,1213,170636,1
41,2023-12-31,1213,170637,5
41,2023-12-31,1213,170638,2
41,2023-12-31,1213,170639,3
41,2023-12-31,1213,170641,5
41,2023-12-31,1213,170642,1
41,2023-12-31,1213,170643,1
41,2023-12-31,1213,170647,7
41,2023-12-31,1213,170649,17
41,2023-12-31,1213,172487,77
41,2023-12-31,1215,170453,4
41,2023-12-31,1215,170455,3
41,2023-12-31,1215,170491,35
41,2023-12-31,1215,170679,1
41,2023-12-31,1215,170683,1
41,2023-12-31,1215,170684,2
41,2023-12-31,1215,170686,3
41,2023-12-31,1215,170693,1
41,2023-12-31,1215,170695,1
41,2023-12-31,1215,170703,1
41,2023-12-31,1215,170717,13
41,2023-12-31,1215,170719,8
41,2023-12-31,1215,170721,5
41,2023-12-31,1215,170723,8
41,2023-12-31,1215,170725,4
41,2023-12-31,1215,170727,4
41,2023-12-31,1215,170729,3
41,2023-12-31,1215,170733,12
41,2023-12-31,1215,170737,6
41,2023-12-31,1215,170768,2
41,2023-12-31,1215,170774,5
41,2023-12-31,1215,170775,2
41,2023-12-31,1215,170776,6
41,2023-12-31,1215,170780,2
41,2023-12-31,1215,172532,25
41,2023-12-31,1215,172566,1
41,2023-12-31,1216,170693,8
41,2023-12-31,1216,170695,2
41,2023-12-31,1216,170696,4
41,2023-12-31,1216,170698,1
41,2023-12-31,1216,170703,1
41,2023-12-31,1216,170709,20
41,2023-12-31,1216,170711,6
41,2023-12-31,1216,170713,1
41,2023-12-31,1216,170717,14
41,2023-12-31,1216,170719,6
41,2023-12-31,1216,170723,2
41,2023-12-31,1216,170725,6
41,2023-12-31,1216,170727,5
41,2023-12-31,1216,170733,6
41,2023-12-31,1216,170735,3
41,2023-12-31,1216,170737,2
41,2023-12-31,1216,170739,4
41,2023-12-31,1216,172531,1
41,2023-12-31,1216,172566,2
41,2023-12-31,1217,170460,1
41,2023-12-31,1217,170559,4
41,2023-12-31,1217,170560,3
41,2023-12-31,1217,170561,4
41,2023-12-31,1217,170562,32
41,2023-12-31,1217,170745,2
41,2023-12-31,1217,170746,3
41,2023-12-31,1217,170747,7
41,2023-12-31,1217,170748,2
41,2023-12-31,1217,170749,29
41,2023-12-31,1217,170750,7
41,2023-12-31,1217,170754,1
41,2023-12-31,1217,170760,18
41,2023-12-31,1217,170761,25
41,2023-12-31,1217,170762,2
41,2023-12-31,1217,170763,2
41,2023-12-31,1217,170764,11
41,2023-12-31,1217,170766,3
41,2023-12-31,1217,172488,40
41,2023-12-31,1217,172500,11
41,2023-12-31,1218,170459,93
41,2023-12-31,1218,170461,36
41,2023-12-31,1218,170462,37
41,2023-12-31,1218,170463,2
41,2023-12-31,1218,170464,4
41,2023-12-31,1218,170465,4
41,2023-12-31,1218,170466,16
41,2023-12-31,1218,170467,3
41,2023-12-31,1218,170469,4
41,2023-12-31,1218,170470,25
41,2023-12-31,1218,170471,3
41,2023-12-31,1218,170472,7
41,2023-12-31,1218,170473,1
41,2023-12-31,1218,170474,20
41,2023-12-31,1218,170475,1
41,2023-12-31,1218,170476,58
41,2023-12-31,1218,170478,48
41,2023-12-31,1218,170480,7
41,2023-12-31,1218,170482,54
41,2023-12-31,1218,170484,51
41,2023-12-31,1218,170485,48
41,2023-12-31,1218,170486,41
41,2023-12-31,1218,170488,78
41,2023-12-31,1218,170489,33
41,2023-12-31,1218,172489,410
41,2023-12-31,1218,172621,18
41,2023-12-31,1219,170459,42
41,2023-12-31,1219,170461,19
41,2023-12-31,1219,170462,46
41,2023-12-31,1219,170469,3
41,2023-12-31,1219,170470,9
41,2023-12-31,1219,170471,3
41,2023-12-31,1219,170472,8
41,2023-12-31,1219,170474,23
41,2023-12-31,1219,170475,3
41,2023-12-31,1219,170476,48
41,2023-12-31,1219,170478,26
41,2023-12-31,1219,170480,5
41,2023-12-31,1219,170482,35
41,2023-12-31,1219,170483,1
41,2023-12-31,1219,170484,33
41,2023-12-31,1219,170486,14
41,2023-12-31,1219,170488,60
41,2023-12-31,1219,170633,6
41,2023-12-31,1219,170635,27
41,2023-12-31,1219,170637,36
41,2023-12-31,1219,170638,8
41,2023-12-31,1219,170639,5
41,2023-12-31,1219,170640,2
41,2023-12-31,1219,172489,178
41,2023-12-31,1219,172621,5
41,2023-12-31,1220,170453,1
41,2023-12-31,1220,170455,2
41,2023-12-31,1220,170491,17
41,2023-12-31,1220,170493,16
41,2023-12-31,1220,170679,4
41,2023-12-31,1220,170681,5
41,2023-12-31,1220,170690,2
41,2023-12-31,1220,170699,4
41,2023-12-31,1220,170706,2
41,2023-12-31,1220,170717,8
41,2023-12-31,1220,170719,6
41,2023-12-31,1220,170721,11
41,2023-12-31,1220,170723,15
41,2023-12-31,1220,170725,1
41,2023-12-31,1220,170727,2
41,2023-12-31,1220,170733,1
41,2023-12-31,1220,170735,3
41,2023-12-31,1220,170737,2
41,2023-12-31,1220,170773,1
41,2023-12-31,1220,170775,1
41,2023-12-31,1220,170776,8
41,2023-12-31,1220,170777,1
41,2023-12-31,1220,172532,38
41,2023-12-31,1220,172566,1
41,2023-12-31,1221,170459,17
41,2023-12-31,1221,170460,2
41,2023-12-31,1221,170461,11
41,2023-12-31,1221,170462,7
41,2023-12-31,1221,170637,2
41,2023-12-31,1221,170638,2
41,2023-12-31,1221,170639,1
41,2023-12-31,1221,170787,2
41,2023-12-31,1221,170789,1
41,2023-12-31,1221,170792,1
41,2023-12-31,1221,172487,32
41,2023-12-31,1222,170441,11
41,2023-12-31,1222,170443,4
41,2023-12-31,1222,170445,12
41,2023-12-31,1222,170447,7
41,2023-12-31,1222,170449,9
41,2023-12-31,1222,170451,9
41,2023-12-31,1222,170452,7
41,2023-12-31,1222,170453,6
41,2023-12-31,1222,170491,14
41,2023-12-31,1222,170493,8
41,2023-12-31,1222,170495,38
41,2023-12-31,1222,170655,13
41,2023-12-31,1222,170657,2
41,2023-12-31,1222,172490,42
41,2023-12-31,1222,172522,5
41,2023-12-31,1223,170049,282
41,2023-12-31,1223,170051,4
41,2023-12-31,1223,170053,7
41,2023-12-31,1223,170054,1
41,2023-12-31,1223,170055,3
41,2023-12-31,1223,170057,1
41,2023-12-31,1223,170058,1
41,2023-12-31,1223,170059,9
41,2023-12-31,1223,170060,1
41,2023-12-31,1223,170061,4
41,2023-12-31,1223,170062,13
41,2023-12-31,1223,170063,1
41,2023-12-31,1223,170064,28
41,2023-12-31,1223,170066,11
41,2023-12-31,1223,170068,10
41,2023-12-31,1223,170069,4
41,2023-12-31,1223,170070,2
41,2023-12-31,1223,170109,2
41,2023-12-31,1223,170111,5
41,2023-12-31,1223,170112,7
41,2023-12-31,1223,170113,2
41,2023-12-31,1223,170114,10
41,2023-12-31,1223,170115,1
41,2023-12-31,1223,170119,1
41,2023-12-31,1223,170120,1
41,2023-12-31,1223,170123,3
41,2023-12-31,1223,170125,4
41,2023-12-31,1223,170127,8
41,2023-12-31,1223,170129,3
41,2023-12-31,1223,170154,1
41,2023-12-31,1223,170161,1
41,2023-12-31,1223,170313,1
41,2023-12-31,1223,170315,1
41,2023-12-31,1223,170439,4
41,2023-12-31,1223,170443,11
